VR	0	B1	2881	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	TRUE		1	2	2	4	0	0	FALSE	FALSE	0	Fc	FALSE	FALSE	4	0	No Card	
AZS	0	R1	6369	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	TRUE		0	5	6	6	0	0	FALSE	FALSE	0	P	FALSE	FALSE	5	0	No Card	
CM	0	R1	4734	R3	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE		0	0	0	0	0	0	FALSE	FALSE	0	Fc	FALSE	FALSE	1	0	No Card	drive is slow and shaky, cannot align to score
AZS	0	R1	9105	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	TRUE		2	2	2	4	1	1	FALSE	FALSE	0	P	FALSE	FALSE	4	0	No Card	
VR	0	B2	418	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE		0	0	0	3	0	0	FALSE	FALSE	0	Fc	FALSE	FALSE	3	0	No Card	Outtake may have broken; driver confused?, wrong score spot
VR	0	B1	5417	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE		0	0	4	4	0	0	FALSE	FALSE	0	No	FALSE	FALSE	4	0	No Card	Missed many shots (alignment)
CM	0	R1	5829	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	0	0	2	0	2	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	
AZS	0	R1	9105	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	TRUE		2	2	2	4	1	1	FALSE	FALSE	0	P	FALSE	FALSE	4	0	No Card	
CM	1	R2	2714	R3	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE		3	1	3	2	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	
VR	1	B1	2714	R3	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE		4	2	3	2	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	
AZS	1	R3	3847	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	1	1	1	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	They are able to score algae in the barge but they missed 
CM	1	R2	4641	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		2	0	0	3	0	0	FALSE	FALSE	0	P	FALSE	FALSE	3	0	No Card	auto align works only sometimes
VR	1	B1	624	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	TRUE	2	1	4	4	3	2	0	FALSE	FALSE	0	Fc	FALSE	FALSE	5	0	No Card	Really good floor intake
AZS	1	R1	4610	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		2	0	1	1	0	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	
AZS	1	R3	4641	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		1	0	0	2	0	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	
VR	1	B3	4153	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	0	0	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	Outtake broke?
CM	1	R2	5427	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	1	1	4	1	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	
AZS	1	R3	5427	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	0	0	1	1	1	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	Arm froze for a long time 
CM	1	R2	5414	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	5	4	0	0	FALSE	FALSE	0	No	FALSE	FALSE	3	0	No Card	
VR	1	B2	5828	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	2	3	0	0	0	FALSE	FALSE	0	Fc	FALSE	FALSE	3	0	No Card	
CM	1	R2	1296	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		1	2	3	5	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	floor intake is really effective 
VR	1	B2	6672	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	1	2	2	2	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	
AZS	1	R3	1296	R1	FALSE	SP2	FALSE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	0	2	4	7	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	
CM	0	R2	6974	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		5	0	0	0	0	0	FALSE	FALSE	0	No	FALSE	FALSE	3	0	No Card	only L1 75%, failed to hold algae tho
AZS	0	R3	231	R1	FALSE	SP2	TRUE	0	1	0	0	0	0	0	FALSE	0	TRUE		0	0	4	8	0	0	FALSE	FALSE	0	Fc	FALSE	FALSE	4	0	No Card	Intakes coral sideways 
AZS	1	R3	3735	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	3	6	0	0	FALSE	FALSE	0	P	FALSE	FALSE	4	0	No Card	
MT	1	B1	1296	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		1	5	2	5	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	No defense attempted. Scored many L4, L3, L2. Auton failed to score.
AO	1	R2	231	R2	FALSE	SP2	TRUE	0	1	0	0	0	0	0	FALSE	0	FALSE	2	0	2	2	3	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	Ground intake, innacurate
CM	1	B3	9492	R1	FALSE	SP2	TRUE	0	1	0	0	1	0	0	FALSE	0	FALSE		3	1	1	2	0	0	FALSE	FALSE	0	No	FALSE	FALSE	3	0	No Card	pretty solid but missed 4 L4»s. died 3/4 way thru
CM	2	B3	9515	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		1	0	0	0	1	2	FALSE	FALSE	0	P	FALSE	FALSE	2	0	No Card	algae specialist + some L1
MT	1	B1	1296	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		1	5	2	5	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	No defense attempted. Scored many L4, L3, L2. Auton failed to score.
AO	1	R2	231	R2	FALSE	SP2	TRUE	0	1	0	0	0	0	0	FALSE	0	FALSE	2	0	2	2	3	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	Ground intake, innacurate
AO	2	R1	2689	R1	FALSE	SP2	TRUE	0	1	0	0	0	0	0	TRUE	0	FALSE		4	0	0	0	0	2	FALSE	FALSE	0	Dc	FALSE	FALSE	2	0	No Card	L1 and processor sidekick
MT	2	B2	4153	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	3	1	2	0	0	0	FALSE	FALSE	0	Sc	FALSE	FALSE	4	0	No Card	No defense. Scored many (mostly L1) high hang
HR	2	R1	5431	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	TRUE	0	TRUE	2	0	0	0	0	3	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	Got coral stuck in the intake and missed a couple algaes. Not a great robot.
AZS	2	B3	4364	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	0	0	0	0	TRUE	FALSE	0	P	FALSE	FALSE	1	3	No Card	
HR	3	B3	2582	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	1	FALSE		0	0	0	4	0	0	FALSE	FALSE	0	No	FALSE	TRUE	2	0	No Card	two coral stuck in chassis during auton and missed a lot of coral. Got stuck on algae
pz	3	B1	9658	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	2	4	0	0	0	FALSE	FALSE	0	P	FALSE	FALSE	3	0	No Card	scored decent l2 and l3
MT	4	B3	5427	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	0	2	0	0	FALSE	FALSE	0	No	FALSE	TRUE	1	0	No Card	Scored very few. No defense. Tipped over. Seemed to have trouble moving.
AZS	3	R1	624	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE		3	0	4	2	0	0	FALSE	FALSE	0	No	FALSE	FALSE	5	0	No Card	
HR	5	B1	9414	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	0	0	0	5	0	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	Decent but not good. Slow scoring but decent driving Didn»t get auton for that one.
AZS	4	R1	118	R3	FALSE	SP2	TRUE	0	0	0	0	3	0	0	FALSE	0	TRUE		0	2	6	9	1	0	FALSE	FALSE	0	No	FALSE	FALSE	5	0	No Card	
AZS	5	R3	2188	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE		0	0	0	9	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	
AZS	5	R2	8177	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	0	4	0	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	Missed several times on L3; great deep climb 
CM	6	R2	8573	R1	FALSE	SP2	TRUE	0	1	0	0	0	0	0	FALSE	0	FALSE		1	0	0	0	0	0	FALSE	FALSE	0	P	FALSE	FALSE	1	0	No Card	their elevator is so slow bruh + coral stuck 
MT	6	R2	8576	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	0	0	0	5	0	TRUE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	No defense. Crossed field to get more algae. Scored many algae. Only algae
AO	6	R1	6	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE	3	0	0	1	4	0	0	FALSE	TRUE	0	Dc	FALSE	FALSE	2	0	No Card	Not great, not terrible. Susceptible to defense
pz	6	B3	418	R3	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE	3	1	0	0	4	0	0	FALSE	FALSE	0	P	FALSE	FALSE	2	0	No Card	missed 2 l4, robot is having intake issues
AZS	6	R2	9137	R2	FALSE	SP2	FALSE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	4	0	0	0	0	FALSE	TRUE	0	P	FALSE	FALSE	3	0	No Card	
CM	7	R2	2714	R3	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE		0	3	4	4	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	very solid
MT	7	B2	10518	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	2	0	0	0	0	FALSE	FALSE	0	No	FALSE	FALSE	1	0	No Card	No defense. Scored very few. Slow/did not move much
AO	7	R1	0	R3	FALSE	SP1	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	0	4	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	2	0	No Card	Core L4 consistently, struggle in taking from HPS
pz	7	R2	7312	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	0	0	0	1	3	0	TRUE	FALSE	0	P	FALSE	FALSE	3	0	No Card	scored barge algae but missed 2, missed auton,
AZS	7	R3	5417	R2	FALSE	SP1	FALSE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	0	5	0	0	FALSE	FALSE	0	P	FALSE	FALSE	3	0	No Card	Takes a long time to angle shots
CM	8	R2	2158	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		10	0	0	0	0	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	cracked at floor pickup ¬> L1
AO	8	B2	9515	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	1	0	0	0	0	1	0	FALSE	FALSE	0	P	FALSE	FALSE	1	0	No Card	Able to ground intake Algae. Second pick nirvana
VR	8	R2	3035	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE	3	0	0	1	9	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	
pz	8	R2	3035	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE	3	0	0	1	9	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	scored 11 l4 deep climb very good l4 robot
AZS	8	R1	2158	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	4	12	0	0	0	0	0	FALSE	FALSE	0	P	FALSE	FALSE	4	0	No Card	Very quick cycles 
AZS	9	R1	4364	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	0	0	0	0	TRUE	FALSE	0	P	FALSE	FALSE	1	1	No Card	
CM	9	B2	9105	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	TRUE		0	2	6	2	1	1	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	
AZS	10	R1	2881	R3	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	TRUE	3	2	1	3	3	0	0	FALSE	FALSE	0	P	FALSE	FALSE	4	0	No Card	
pz	9	R3	9658	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE		0	5	0	0	0	0	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	scored decent l2
MT	9	R2	5427	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	TRUE	3	0	0	0	7	1	0	FALSE	FALSE	0	Dc	FALSE	FALSE	5	0	No Card	Scored many L4. No defense. Scored one barge algae. Fast.
AO	10	R1	231	R2	FALSE	SP2	TRUE	0	1	0	0	0	0	0	FALSE	0	TRUE		4	2	3	0	0	2	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	Phenomenal sidekick, hut will be 1st pick
CM	10	B2	8576	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	1	0	0	0	3	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	algae specialist
VR	11	R1	8576	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	TRUE	0	FALSE		5	0	0	0	3	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	decent scoring
pz	10	R3	2587	R2	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	FALSE	3	0	0	1	3	0	2	FALSE	FALSE	0	No	FALSE	FALSE	2	0	No Card	decent scoring
AO	11	R1	8749	R1	FALSE	SP2	TRUE	0	0	0	0	2	0	0	FALSE	0	FALSE	3	0	3	3	3	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	Really solid. Good
CM	12	B2	8732	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	0	0	0	0	TRUE	FALSE	0	P	FALSE	FALSE	3	0	No Card	hit opponent in reef area
pz	12	R3	418	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	0	3	0	0	FALSE	TRUE	0	Dc	FALSE	FALSE	3	0	No Card	missed 5 l4
AO	12	R1	3735	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	TRUE	0	TRUE	3	0	0	0	10	0	0	FALSE	FALSE	0	P	FALSE	FALSE	5	0	No Card	Occasional intake issues
MT	12	B3	3735	R1	FALSE	SP2	FALSE	0	0	0	0	1	0	0	FALSE	0	FALSE	3	0	0	0	10	0	0	FALSE	FALSE	0	No	FALSE	FALSE	5	0	No Card	No defense. Scored many L4. Fast
VR	12	R1	5417	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	1	0	2	0	0	FALSE	FALSE	0	P	FALSE	FALSE	2	0	No Card	Missed a lot of coral, blocked teammates at station
	12	R1	5417	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	1	0	1	0	0	FALSE	FALSE	0	P	FALSE	FALSE	2	0	No Card	Very inaccurate when scoring L4 
CM	13	B2	2714	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	TRUE		2	0	2	6	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	4	0	No Card	
AZS	14	R1	8177	R2	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE	3	0	0	2	3	0	0	FALSE	FALSE	0	Dc	FALSE	FALSE	3	0	No Card	
CM	14	B2	2714	R1	FALSE	SP2	TRUE	0	0	0	0	1	0	0	FALSE	0	TRUE		0	0	1	4	0	0	FALSE	FALSE	0	P	FALSE	FALSE	3	0	No Card	solid
VR	13	B2	4610	R2	FALSE	SP1	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	1	0	0	2	FALSE	FALSE	0	No	FALSE	FALSE	1	0	No Card	Poor alignment, inconsistent
AO	13	R1	8088	R2	FALSE	SP2	FALSE	0	0	0	0	0	0	0	FALSE	0	FALSE		2	5	0	0	0	0	FALSE	FALSE	0	P	FALSE	FALSE	3	0	No Card	Sidekick, nothing else
pz	14	B3	8573	R1	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	FALSE		0	0	0	0	0	0	TRUE	FALSE	0	P	FALSE	FALSE	1	0	No Card	coral stuck in robot, not good defense bot other robots got past easily
AO	14	R1	7312	R3	FALSE	SP2	TRUE	0	0	0	0	0	0	0	FALSE	0	TRUE	3	0	0	0	2	1	0	FALSE	FALSE	0	P	FALSE	FALSE	2	0	No Card	Really bad at lining up
